CentroNv2,NPS_Trad,NPS_Ajust,Sentimento_Medio,Top_Problema,Top_Elogio,Total_Comentarios,Pct_Negativo,Flag,Diff_NPS,Alerta
L5205-GRANJA KM 26,65.54621848739495,71.42857142857143,0.7352941176470589,Produto/Qualidade,Atendimento,238,12.184873949579831,REGULAR,5.882352941176478,True
L5206-CACHOEIRINHA,52.757793764988016,67.38609112709833,0.7242206235011991,Entrega,Outros,417,11.510791366906476,TOCADORA,14.62829736211031,True
L5207-SANTO ANDRE ORATORIO,70.4331450094162,80.7909604519774,0.8305084745762712,Produto/Qualidade,Outros,531,7.532956685499058,REGULAR,10.357815442561204,True
L5209-ITABERABA,62.3789764868603,72.3374827109267,0.73582295988935,Entrega,Outros,723,10.926694329183956,TOCADORA,9.95850622406639,True
L5210-CAMPANELLA,58.12743823146944,70.09102730819245,0.7516254876462939,Produto/Qualidade,Outros,769,10.533159947984396,REGULAR,11.96358907672301,True
L5213-REMEDIOS ONIX,68.82716049382715,74.38271604938271,0.7592592592592593,Entrega,Outros,324,10.185185185185185,TOCADORA,5.555555555555557,True
L5214-SAO MIGUEL,68.89632107023411,80.10033444816054,0.8327759197324415,Produto/Qualidade,Outros,598,7.023411371237458,REGULAR,11.20401337792643,True
L5215-VILA EMA,70.65217391304348,77.71739130434783,0.7880434782608695,Produto/Qualidade,Outros,552,8.876811594202898,REGULAR,7.065217391304344,True
L5216-UBATUBA,72.0626631853786,83.5509138381201,0.8668407310704961,Produto/Qualidade,Outros,383,5.221932114882506,REGULAR,11.488250652741499,True
L5218-PARELHEIROS,76.878612716763,86.70520231213872,0.8973988439306358,Produto/Qualidade,Outros,692,4.190751445086705,REGULAR,9.826589595375722,True
L5219-AV. ITAQUERA,61.578947368421055,74.56140350877193,0.787719298245614,Produto/Qualidade,Outros,570,8.947368421052632,REGULAR,12.982456140350877,True
L5220-PLANALTO,57.960199004975124,65.4228855721393,0.6716417910447762,Entrega,Outros,402,13.930348258706468,REGULAR,7.46268656716417,True
L5221-BARUERI (BETHAVILLE),72.6470588235294,77.64705882352942,0.8029411764705883,Produto/Qualidade,Atendimento,340,7.647058823529412,REGULAR,5.000000000000014,True
L5223-CAMPO LIMPO,64.03574087862994,74.6090841399851,0.7833209233060313,Produto/Qualidade,Outros,1343,8.488458674609085,REGULAR,10.573343261355163,True
L5225-ARUJA,73.91304347826086,83.79446640316206,0.8814229249011858,Produto/Qualidade,Atendimento,253,4.743083003952568,REGULAR,9.881422924901202,True
L5227-CRUZEIRO,76.84563758389261,86.24161073825503,0.8758389261744967,Produto/Qualidade,Outros,298,5.369127516778524,REGULAR,9.395973154362423,True
L5229-GLAUCIO GIL,74.41441441441441,84.14414414414414,0.8684684684684685,Produto/Qualidade,Outros,555,5.585585585585585,REGULAR,9.729729729729726,True
L5230-LARGO DO MACHADO,62.95631358467983,76.90005984440454,0.8114901256732495,Produto/Qualidade,Outros,1671,7.06163973668462,REGULAR,13.943746259724705,True
L5231-SOROCABA PANNUNZIO,69.7872340425532,76.17021276595744,0.7851063829787234,Produto/Qualidade,Outros,470,9.574468085106384,REGULAR,6.38297872340425,True
L5232-PARQUE ECOLOGICO,61.46788990825688,74.54128440366972,0.7798165137614679,Produto/Qualidade,Outros,436,8.944954128440367,REGULAR,13.073394495412842,True
L5233-MONGAGUA,81.58730158730158,88.57142857142857,0.8952380952380953,Produto/Qualidade,Outros,630,4.1269841269841265,REGULAR,6.984126984126988,True
L5235-LOUVEIRA,74.02597402597402,79.65367965367966,0.8095238095238095,Outros,Outros,231,8.225108225108226,TOCADORA,5.627705627705637,True
L5236-JACAREI VILLA BRANCA,61.59420289855072,71.73913043478261,0.7463768115942029,Produto/Qualidade,Outros,138,11.594202898550725,REGULAR,10.14492753623189,True
L5237-PAULINIA,53.62318840579711,72.10144927536231,0.7753623188405797,Produto/Qualidade,Outros,276,9.782608695652174,REGULAR,18.478260869565204,True
L5239-CACAPAVA,71.38364779874213,83.64779874213836,0.8773584905660378,Produto/Qualidade,Outros,318,4.40251572327044,REGULAR,12.264150943396231,True
L5240-BARAO GERALDO,68.16037735849056,79.00943396226415,0.8278301886792453,Produto/Qualidade,Outros,424,6.60377358490566,REGULAR,10.84905660377359,True
L5241-ITAPEVI,73.33333333333333,80.88888888888889,0.82,Entrega,Outros,450,7.555555555555555,REGULAR,7.555555555555557,True
L5242-RECREIO,67.43589743589745,73.58974358974359,0.7538461538461538,Entrega,Outros,390,10.76923076923077,REGULAR,6.153846153846146,True
L5243-MONTE CASTELO,61.016949152542374,76.69491525423729,0.809322033898305,Produto/Qualidade,Outros,236,7.627118644067797,REGULAR,15.677966101694913,True
L5244-TAGUATINGA SUL,65.625,78.90625,0.8125,Entrega,Preço,384,7.552083333333333,REGULAR,13.28125,True
L5245-MAUA 2,65.95289079229121,76.017130620985,0.7815845824411135,Produto/Qualidade,Outros,467,9.850107066381156,REGULAR,10.064239828693786,True
L5246-MALL MULTI GERMINARE,86.97183098591549,91.54929577464789,0.9190140845070423,Produto/Qualidade,Atendimento,284,2.8169014084507045,TOCADORA,4.577464788732399,False
L5248-SBC PEREIRA BARRETO,63.77358490566037,76.79245283018868,0.7962264150943397,Produto/Qualidade,Outros,530,8.30188679245283,REGULAR,13.018867924528308,True
L5249-SANTA TERESINHA,62.0253164556962,76.20253164556962,0.8025316455696202,Produto/Qualidade,Outros,395,7.341772151898734,REGULAR,14.177215189873422,True
L5250-VILA RICA,61.41552511415526,73.28767123287672,0.7853881278538812,Produto/Qualidade,Outros,438,9.817351598173515,REGULAR,11.87214611872146,True
L5251-JANGADEIROS,73.37461300309597,82.97213622291022,0.8498452012383901,Entrega,Outros,646,5.88235294117647,REGULAR,9.59752321981425,True
L5252-14 DE DEZEMBRO,60.928433268858804,71.56673114119923,0.7504835589941973,Produto/Qualidade,Outros,517,9.671179883945841,REGULAR,10.638297872340424,True
L5253-HORTO,64.48979591836735,73.67346938775509,0.763265306122449,Entrega,Outros,490,9.591836734693878,TOCADORA,9.183673469387742,True
L5259-ALL WAYS MALL,75.86776859504131,83.96694214876032,0.8611570247933884,Produto/Qualidade,Outros,605,5.619834710743802,REGULAR,8.099173553719012,True
L5261-UNIMART,72.89719626168224,80.0,0.8168224299065421,Produto/Qualidade,Outros,535,8.224299065420562,REGULAR,7.1028037383177605,True
L5262-URBANOVA,60.33057851239669,72.72727272727273,0.7520661157024794,Produto/Qualidade,Atendimento,121,12.396694214876034,REGULAR,12.396694214876042,True
L5266-MATEO BEI,62.5,73.28767123287672,0.7602739726027398,Atendimento,Outros,584,9.76027397260274,REGULAR,10.787671232876718,True
L5267-JAU,81.98198198198197,90.54054054054053,0.918918918918919,Preço,Outros,222,3.6036036036036037,REGULAR,8.558558558558559,True
L5268-TIBURCIO,73.23688969258589,81.91681735985533,0.8444846292947559,Produto/Qualidade,Outros,553,6.6907775768535265,REGULAR,8.679927667269439,True
L5272-ILHABELA,74.07407407407408,84.07407407407408,0.8555555555555555,Outros,Outros,270,6.296296296296296,TOCADORA,10.0,True
L5273-MORRO GRANDE,60.447761194029844,70.1492537313433,0.7164179104477612,Entrega,Outros,268,12.313432835820896,TOCADORA,9.701492537313449,True
L5277-VILA CURUCA (NORDESTINA),69.11392405063292,79.49367088607595,0.830379746835443,Produto/Qualidade,Outros,395,7.341772151898734,REGULAR,10.37974683544303,True
L5278-ITAPECERICA DA SERRA,82.87292817679558,88.39779005524862,0.8922651933701657,Entrega,Atendimento,724,4.281767955801105,REGULAR,5.524861878453038,True
L5279-BOX CAIEIRAS,70.90163934426229,79.09836065573771,0.819672131147541,Produto/Qualidade,Outros,244,7.377049180327869,TOCADORA,8.196721311475414,True
L5281-OLIVEIRA FREIRE,73.04075235109718,83.38557993730407,0.8746081504702194,Entrega,Outros,319,5.329153605015674,REGULAR,10.34482758620689,True
L5282-PARQUE OLIMPICO,65.53808948004837,77.87182587666264,0.8101571946795647,Produto/Qualidade,Outros,827,7.255139056831923,REGULAR,12.33373639661427,True
L5283-ALDEIA DA SERRA,60.337552742616026,70.46413502109705,0.7257383966244726,Atendimento,Outros,237,10.548523206751055,TOCADORA,10.126582278481024,True
L5284-25 DE AGOSTO,78.93129770992367,87.48091603053435,0.8854961832061069,Produto/Qualidade,Outros,655,4.2748091603053435,REGULAR,8.549618320610676,True
L5290-SAO LOURENCO,76.73267326732673,83.16831683168317,0.8564356435643564,Produto/Qualidade,Outros,202,6.435643564356436,REGULAR,6.43564356435644,True
